80.24926,X,7.254901,t
79.70539,X,7.26854,t
78.5851,X,7.289162,t
78.00881,X,7.303224,t
76.8252,X,7.324159,t
76.218,X,7.338506,t
74.97363,X,7.361237,t
73.03445,X,7.387722,t
72.36928,X,7.408628,t
71.01173,X,7.42274,t
69.619,X,7.443843,t
68.90978,X,7.457798,t
67.46658,X,7.479093,t
66.73292,X,7.493184,t
65.24227,X,7.514262,t
64.48563,X,7.528176,t
62.95063,X,7.549367,t
62.1726,X,7.563525,t
60.59639,X,7.584389,t
58.99453,X,7.598563,t
58.18445,X,7.619337,t
56.54689,X,7.633541,t
54.88744,X,7.65451,t
54.05,X,7.675571,t
52.36065,X,7.696712,t
50.65332,X,7.710812,t
48.92969,X,7.731682,t
48.06224,X,7.745829,t
46.3172,X,7.766762,t
45.44001,X,7.780835,t
43.67734,X,7.801788,t
42.79229,X,7.816072,t
41.01583,X,7.837133,t
40.12485,X,7.851288,t
38.33851,X,7.872328,t
36.54776,X,7.886685,t
35.65126,X,7.90755,t
33.85721,X,7.921684,t
32.06313,X,7.942682,t
31.16663,X,7.95676,t
29.37584,X,7.97819,t
27.58941,X,8.006135,t
24.92181,X,8.034175,t
24.03668,X,8.04822,t
22.27381,X,8.069622,t
21.39649,X,8.083605,t
19.65115,X,8.105078,t
18.78353,X,8.119177,t
17.05942,X,8.140384,t
15.3515,X,8.161338,t
13.66134,X,8.182389,t
12.82341,X,8.196477,t
11.16275,X,8.217443,t
9.523633,X,8.231713,t
8.712599,X,8.252791,t
7.10844,X,8.26742,t
5.529305,X,8.288288,t
4.749531,X,8.303104,t
3.210364,X,8.324155,t
2.451277,X,8.338333,t
0.9548422,X,8.359542,t
0.2177802,X,8.37361,t
358.7667,X,8.395119,t
357.3471,X,8.409358,t
356.6494,X,8.430374,t
355.279,X,8.444441,t
353.9425,X,8.466542,t
352.6407,X,8.487733,t
351.3746,X,8.509104,t
350.7551,X,8.523117,t
349.5435,X,8.544022,t
348.9517,X,8.558129,t
347.7963,X,8.579123,t
347.2328,X,8.593238,t
346.1347,X,8.614304,t
345.6002,X,8.628414,t
344.5604,X,8.649417,t
344.0553,X,8.663339,t
343.0746,X,8.684446,t
342.1338,X,8.698543,t
341.2329,X,8.719525,t
340.7976,X,8.733618,t
339.9571,X,8.754636,t
339.5519,X,8.76879,t
338.7719,X,8.789831,t
338.0323,X,8.811012,t
337.3331,X,8.832162,t
336.9986,X,8.846266,t
336.3597,X,8.867169,t
336.0553,X,8.88142,t
335.4764,X,8.902327,t
335.2019,X,8.916423,t
334.6826,X,8.939198,t
334.4378,X,8.951958,t
333.9774,X,8.972843,t
333.556,X,8.987186,t
333.1732,X,9.008499,t
332.9961,X,9.022458,t
332.6703,X,9.04344,t
332.5214,X,9.057556,t
332.2517,X,9.078467,t
332.1306,X,9.09263,t
331.9159,X,9.113603,t
331.7371,X,9.134535,t
331.5937,X,9.155503,t
331.5351,X,9.169651,t
331.4438,X,9.190642,t
331.4109,X,9.204772,t
331.3702,X,9.225831,t
331.3623,X,9.239964,t
331.3708,X,9.26135,t
331.4112,X,9.275509,t
331.4829,X,9.296535,t
331.5302,X,9.310592,t
331.6474,X,9.331361,t
331.7171,X,9.345592,t
331.8781,X,9.366406,t
331.9693,X,9.380598,t
332.1724,X,9.401404,t
332.2842,X,9.415613,t
332.5277,X,9.43682,t
332.7971,X,9.457711,t
333.0916,X,9.478812,t
333.248,X,9.492944,t
333.5785,X,9.515642,t
333.7525,X,9.528052,t
334.1172,X,9.549092,t
334.5037,X,9.563164,t
334.7048,X,9.583979,t
335.1223,X,9.598158,t
335.5593,X,9.61928,t
335.7849,X,9.633362,t
336.2497,X,9.654356,t
336.4886,X,9.668456,t
336.9792,X,9.689949,t
337.2306,X,9.703919,t
337.7449,X,9.725044,t
338.0077,X,9.739138,t
338.5439,X,9.760286,t
339.0935,X,9.781333,t
339.6557,X,9.802363,t
339.9413,X,9.816284,t
340.5207,X,9.837371,t
341.1105,X,9.85145,t
341.409,X,9.872416,t
342.0128,X,9.886373,t
342.6248,X,9.907314,t
342.9336,X,9.921309,t
343.5563,X,9.942805,t
343.87,X,9.956963,t
344.5016,X,9.977967,t
344.8193,X,9.992178,t
345.4579,X,10.01323,t
345.7786,X,10.02725,t
346.4224,X,10.04815,t
346.7452,X,10.06219,t
347.3923,X,10.08332,t
348.0407,X,10.10462,t
348.6896,X,10.12605,t
349.3383,X,10.14012,t
349.9859,X,10.16309,t
350.3091,X,10.17543,t
350.9539,X,10.1967,t
351.2753,X,10.21067,t
351.9156,X,10.23146,t
352.2345,X,10.24567,t
352.8689,X,10.26661,t
353.1844,X,10.28077,t
353.8114,X,10.3018,t
354.1228,X,10.31587,t
354.741,X,10.33676,t
355.3526,X,10.35091,t
355.6557,X,10.37181,t
356.2563,X,10.38588,t
356.8488,X,10.40735,t
357.1419,X,10.42844,t
357.7215,X,10.44964,t
358.2917,X,10.46383,t
358.8521,X,10.48474,t
359.1286,X,10.49893,t
359.6735,X,10.51986,t
359.942,X,10.53394,t
0.4704712,X,10.55483,t
0.7304493,X,10.56981,t
1.241624,X,10.59096,t
1.492731,X,10.60483,t
1.985773,X,10.62596,t
2.466315,X,10.64004,t
2.701804,X,10.66097,t
3.163034,X,10.67505,t
3.611049,X,10.69606,t
3.83002,X,10.71013,t
